image_name,x_min,y_min,x_max,y_max,lenBB,lenSetCrossover,rate,rest,diff,x,y,S,P
img_1597.jpg,0.3867007255554199,0.3653569963243273,0.5902178446451823,0.6113030751546223,8.91,2.903,0.1687790697674418,14.297,0.3886969248453776,0.20351711908976244,0.24594607883029507,0.050054237414965265,0.898926395840115
img_1598.jpg,0.3457023620605469,0.3634521908230251,0.6276527404785156,0.6822644551595052,15.892,4.686,0.2724418604651162,12.514,0.3177355448404948,0.2819503784179687,0.3188122643364801,0.08988923857396003,1.2015252855088976
img_1599.jpg,0.2865871429443359,0.3425945917765299,0.653932762145996,0.7468655056423611,25.842,6.633,0.3856395348837209,10.567,0.2531344943576389,0.36734561920166015,0.4042709138658312,0.14850714917926477,1.5432330661349827
img_1602.jpg,0.3334778785705566,0.371468522813585,0.6287508010864258,0.7248514811197917,18.176,5.923,0.344360465116279,11.277,0.2751485188802083,0.2952729225158692,0.3533829583062067,0.1043444188663772,1.2973117616441519
img_1604.jpg,0.2360982100168863,0.3452656428019205,0.7474142074584961,0.9226997375488282,51.414,13.587,0.7899418604651163,3.613,0.0773002624511718,0.5113159974416097,0.5774340947469077,0.29525129011230805,2.1775001843770347
img_1609.jpg,0.4533765792846679,0.3899981180826823,0.5566310882568359,0.5248254140218099,2.499,1.123,0.0652906976744186,16.077,0.47517458597819,0.10325450897216804,0.13482729593912762,0.013921526238239808,0.4761636098225913
img_1610.jpg,0.4634954770406087,0.4222935570610894,0.5456666946411133,0.5324916415744357,1.6,1.194,0.0694186046511627,16.006,0.4675083584255642,0.08217121760050455,0.11019808451334634,0.009055110781704973,0.3847386042277018
img_1611.jpg,0.5361669540405274,0.4635670132107204,0.6284852345784505,0.5439959208170573,1.35,0.14,0.0081395348837209,17.06,0.4560040791829427,0.09231828053792313,0.08042890760633686,0.007425058455760506,0.34549437628852
img_1617.jpg,0.1691236972808837,0.1784075631035698,0.8306524276733398,0.8945106506347656,82.362,12.351,0.7180813953488372,4.849,0.1054893493652343,0.6615287303924561,0.7161030875311958,0.4737227663246298,2.755263635847304
img_1622.jpg,0.4009059906005859,0.365610588921441,0.6194813410441081,0.6100502438015408,9.434,2.838,0.165,14.362,0.3899497561984592,0.21857535044352222,0.24443965488009983,0.053428483227711446,0.9260300106472441
img_1625.jpg,0.3378342946370443,0.3363751305474175,0.6798242568969727,0.7254825168185763,23.265,6.01,0.3494186046511628,11.19,0.2745174831814236,0.3419899622599284,0.3891073862711588,0.13307082034593298,1.4621946970621744
img_1629.jpg,0.1396333217620849,0.1371097882588704,0.9280454635620116,1.0,118.248,17.2,1.0,0.0,0.0,0.7884121417999267,0.8628902117411296,0.6803131199770162,3.3026047070821125
img_1630.jpg,0.2621803760528564,0.2937813440958658,0.7388095219930013,0.8081020779079862,42.78,8.769,0.5098255813953488,8.431,0.1918979220920138,0.47662914594014494,0.5143207338121203,0.2451402520961795,1.9818997595045305
